transaction_id,user_id,timestamp,amount,transaction_type,recipient_id,recipient_account_age_days,sender_state,device_id,is_new_device,sim_change_flag,kyc_tier,sender_account_age_days,sender_avg_txn_30d,txn_count_last_1h,txn_count_last_24h,time_since_last_txn_min,is_fraud,fraud_type
T03ebe8b3df,U00534,2026-02-25 16:24:37,3141.18,P2P_TRANSFER,U00664,1754,Kano,DEV-a32055ca,0,1,1,1321,2676.85,0,0,1607.2780028054465,0,NONE
T42d9c39600,U01818,2026-02-25 17:23:20,10224.26,P2P_TRANSFER,U01796,1787,Enugu,DEV-4ef66b1b,0,0,2,1117,6977.0,1,3,19.173694217061197,0,NONE
Ta6115aef3e,U00517,2026-02-25 17:33:16,21832.58,AIRTIME_TOPUP,U00967,1558,Oyo,DEV-eb6de7cb,1,0,2,1391,19599.69,2,4,938.5396779168532,0,NONE
T1100a69851,U00664,2026-02-25 17:41:45,1223.43,CASH_OUT,U00118,41,Lagos,DEV-929db164,0,0,2,239,1003.55,0,2,991.2146560996443,0,NONE
T138cfc7f25,U00459,2026-02-25 17:57:17,3891.99,P2P_TRANSFER,U00444,1384,Abuja (FCT),DEV-3271cf8c,0,0,2,53,4498.05,0,1,661.8101760816205,0,NONE
T77b2be7dcc,U01774,2026-02-25 17:58:37,970.95,MERCHANT_PAYMENT,U00337,1523,Enugu,DEV-4c92a50f,0,0,2,115,1212.89,0,0,585.0038441308219,0,NONE
T307f452887,U01706,2026-02-25 17:59:16,12825.87,MERCHANT_PAYMENT,U00316,1,Rivers,DEV-0d66cd60,0,0,2,1230,7994.82,0,4,1253.034394994139,0,NONE
Td1bf4d0f30,U00022,2026-02-25 19:06:10,3473.16,P2P_TRANSFER,U00242,1881,Ondo,DEV-cefcf693,0,0,2,833,2765.59,0,1,197.76622236480458,0,NONE
T551bf81f6e,U00076,2026-02-25 19:13:18,24401.52,P2P_TRANSFER,U01063,6,Cross River,DEV-d1ffedff,0,0,3,1421,21716.66,1,0,242.812916942465,0,NONE
T403411cf2f,U00570,2026-02-25 19:20:33,7884.39,BILL_PAYMENT,U00471,45,Oyo,DEV-f8d309f1,0,0,3,61,3671.71,0,1,840.9361724502303,0,NONE
Tcd60a8dd70,U00512,2026-02-25 19:29:43,26674.45,MERCHANT_PAYMENT,U01171,933,Cross River,DEV-b101f3f0,0,0,1,106,23521.81,1,3,166.99645811736437,0,NONE
Tedd0d09538,U00245,2026-02-25 19:44:30,1827.04,MERCHANT_PAYMENT,U01668,599,Rivers,DEV-5493ddf9,1,0,2,735,994.79,0,2,38.27015993743941,0,NONE
T80be42447c,U00800,2026-02-25 20:02:29,28167.55,CASH_OUT,U00696,1533,Kaduna,DEV-5b25a32f,0,0,1,639,22627.65,1,1,185.98798600878095,0,NONE
Te079b529d2,U01995,2026-02-25 20:02:33,9152.41,BILL_PAYMENT,U00636,665,Cross River,DEV-cf1d3eac,0,0,1,12,6776.51,1,0,113.38549600605475,0,NONE
T26c2cdec43,U00138,2026-02-25 20:41:53,11212.04,CASH_OUT,U01344,244,Anambra,DEV-00095d99,0,0,2,252,13901.9,0,4,87.06298877936545,0,NONE
T1138bba171,U01104,2026-02-25 21:04:45,4315.63,AIRTIME_TOPUP,U01491,680,Abuja (FCT),DEV-7ee4a604,0,0,1,1142,2902.01,0,3,360.72516605972334,0,NONE
Tc6c9533ed1,U01048,2026-02-25 21:10:01,21892.28,MERCHANT_PAYMENT,U00243,436,Rivers,DEV-71c5ac29,0,0,2,430,12027.07,0,4,1154.5864297339895,0,NONE
Tdb7b78e3be,U00727,2026-02-25 21:12:36,15628.54,P2P_TRANSFER,U01046,358,Oyo,DEV-d91f181c,0,0,1,676,1104.89,1,7,1167.3997987247105,0,NONE
T8d354dac29,U01678,2026-02-25 21:21:50,1569.57,CASH_OUT,U00094,511,Kaduna,DEV-203cdcb0,0,0,1,1117,2840.7,0,2,61.88709612371001,0,NONE
T2aebf6c3d3,U00819,2026-02-25 21:29:23,5649.44,P2P_TRANSFER,U00882,946,Enugu,DEV-9d2b3a8f,1,0,3,136,4980.13,0,3,66.67655643849469,0,NONE
Tf0e841a351,U00089,2026-02-25 21:49:12,4632.89,P2P_TRANSFER,U01484,1423,Kano,DEV-de7f07d7,0,0,1,994,2627.14,0,1,787.447701723454,0,NONE
Tc98fa8bef5,U01197,2026-02-25 22:01:27,2716.73,P2P_TRANSFER,U00494,1948,Anambra,DEV-f82d607b,0,0,1,1422,3770.22,0,4,197.52478654679294,0,NONE
Tb30209962b,U01192,2026-02-25 22:08:51,28951.14,P2P_TRANSFER,U01281,1350,Lagos,DEV-2c01fc8e,0,0,2,985,21555.67,1,2,412.581388954209,0,NONE
T8c633346aa,U01923,2026-02-25 22:09:26,328.35,MERCHANT_PAYMENT,U00249,471,Abuja (FCT),DEV-e33b102e,0,0,1,205,654.17,0,0,346.72460865655626,0,NONE
Te6c89db0ac,U00050,2026-02-25 23:07:29,2728.63,P2P_TRANSFER,U00788,81,Enugu,DEV-0f53d6b7,1,0,2,283,6776.28,0,1,148.39750076294106,0,NONE
Td65d4afeee,U00249,2026-02-25 23:17:30,5325.25,P2P_TRANSFER,U00507,1614,Kaduna,DEV-2554f0f4,0,0,1,1234,7976.31,0,1,321.39151459652356,0,NONE
Tcc3ef83153,U01993,2026-02-25 23:23:00,2356.21,MERCHANT_PAYMENT,U01311,733,Ondo,DEV-b8d0b6cc,0,0,1,914,2067.57,0,5,2058.013670282392,0,NONE
T62aade8e24,U01470,2026-02-25 23:31:16,4516.17,MERCHANT_PAYMENT,U01689,982,Enugu,DEV-708a849f,0,0,1,362,2793.86,0,2,211.51224012425894,0,NONE
Td2a51c5d62,U01766,2026-02-25 23:37:43,3642.02,P2P_TRANSFER,U01709,437,Kaduna,DEV-6c64daa5,0,0,2,1348,4106.52,0,3,49.16938490738517,0,NONE
T818fa25140,U00850,2026-02-25 23:38:48,1138.32,P2P_TRANSFER,U00686,402,Cross River,DEV-76d3e8e2,0,0,2,1146,2382.55,0,4,181.43390427382485,0,NONE
T1342d84e8d,U00724,2026-02-25 23:51:19,988.06,MERCHANT_PAYMENT,U01478,9,Enugu,DEV-f5a35a4e,0,0,2,1003,2028.24,0,1,218.61796150123655,0,NONE
Ta308088481,U00097,2026-02-25 23:51:26,2736.06,AIRTIME_TOPUP,U00522,180,Edo,DEV-ba586785,0,0,2,349,3051.85,0,0,1540.8245228096628,0,NONE
T933ca64c5b,U00507,2026-02-26 00:19:02,7372.41,CASH_OUT,U00669,1027,Edo,DEV-bc68e658,0,0,1,538,5224.88,0,1,733.5721749310442,0,NONE
T6304e6e63e,U00847,2026-02-26 00:31:03,11052.98,AIRTIME_TOPUP,U00123,1523,Cross River,DEV-7bd34b00,1,0,1,756,7487.86,1,6,654.7979243875653,0,NONE
T8669876bc2,U00135,2026-02-26 00:41:12,3971.48,CASH_OUT,U00773,553,Kano,DEV-7f76e1b7,0,0,2,1438,8723.54,1,4,97.51649934729843,0,NONE
T613dbc243a,U01666,2026-02-26 00:55:18,7163.7,MERCHANT_PAYMENT,U00088,1813,Cross River,DEV-6eb09b93,0,0,1,1023,9879.1,0,2,3152.121385323149,0,NONE
T84e74a3684,U00304,2026-02-26 00:57:07,4355.82,MERCHANT_PAYMENT,U00697,215,Edo,DEV-f37ce027,0,0,2,1031,5372.94,0,4,358.9856678570282,0,NONE
T553b257f76,U01410,2026-02-26 01:10:37,1596.04,P2P_TRANSFER,U01417,1121,Delta,DEV-69b31c80,0,0,1,60,1512.95,0,1,702.0618561598884,0,NONE
T1bb2aa9b32,U00396,2026-02-26 01:10:56,7067.48,P2P_TRANSFER,U01070,352,Edo,DEV-14cb2d5b,0,0,1,651,4466.84,0,3,86.1010856924649,0,NONE
T97008353da,U01244,2026-02-26 01:12:39,5068.67,P2P_TRANSFER,U00332,578,Cross River,DEV-21143b17,0,0,1,107,4933.08,1,2,736.0728587299866,0,NONE
Tb7e61c8a8d,U01661,2026-02-26 01:33:02,2995.42,P2P_TRANSFER,U01282,865,Rivers,DEV-58a6a506,0,0,1,1210,2468.04,0,1,1395.6891237157715,0,NONE
T7c51cfd00e,U01706,2026-02-26 01:41:57,7745.11,MERCHANT_PAYMENT,U00828,953,Rivers,DEV-0d66cd60,0,0,2,1230,7994.82,1,3,911.032354603529,0,NONE
T458fbb7e80,U00149,2026-02-26 02:01:42,11540.63,P2P_TRANSFER,U00884,137,Delta,DEV-75e56c79,0,0,1,1404,18644.57,0,1,339.9216270577176,0,NONE
Tf1b6f3646e,U01894,2026-02-26 02:17:40,5240.47,P2P_TRANSFER,U00054,247,Ondo,DEV-4d4c3e8e,0,0,1,1130,8186.76,0,2,1125.90376953706,0,NONE
Tde58770792,U00248,2026-02-26 02:17:57,10382.4,MERCHANT_PAYMENT,U00739,1667,Edo,DEV-4e9d5c81,0,0,3,667,7356.13,1,2,1176.412320349876,0,NONE
T647fd4f537,U01025,2026-02-26 02:36:31,12842.15,MERCHANT_PAYMENT,U01898,1858,Delta,DEV-11dc8ec5,0,0,1,292,13018.37,1,2,1894.2802527905355,0,NONE
T33b42e812b,U01391,2026-02-26 02:48:18,5919.28,MERCHANT_PAYMENT,U00958,675,Abuja (FCT),DEV-df5d1c7e,0,0,2,851,6923.98,3,9,17.053277696122898,0,NONE
T1b3a001cbe,U00228,2026-02-26 02:51:34,3753.84,MERCHANT_PAYMENT,U01063,829,Oyo,DEV-97b6bcb0,0,0,3,576,2208.53,1,1,259.8864141408528,0,NONE
T5feb8ef18c,U00326,2026-02-26 03:52:02,4914.12,AIRTIME_TOPUP,U01431,315,Anambra,DEV-d27fc19f,0,0,1,1271,5089.94,1,2,961.4697119898983,0,NONE
T9a7522c894,U01043,2026-02-26 04:00:30,15348.2,BILL_PAYMENT,U00347,859,Oyo,DEV-423efc1c,0,0,1,433,18510.1,2,3,19.532088817846187,0,NONE
T38ae27c1f3,U01120,2026-02-26 04:17:44,3879.37,MERCHANT_PAYMENT,U01967,236,Enugu,DEV-93e4f76d,0,0,2,86,3017.54,0,2,964.5012260275812,0,NONE
Tc3ee6a2b08,U00976,2026-02-26 04:50:21,2037.21,P2P_TRANSFER,U01142,1249,Anambra,DEV-7ff62716,0,0,1,598,1061.56,0,1,1732.0685251895861,0,NONE
Tabac721733,U00936,2026-02-26 04:53:02,29480.87,BILL_PAYMENT,U01995,1437,Enugu,DEV-9170ac59,0,0,2,1417,16846.63,0,1,494.2558302040381,0,NONE
T0a9eefc2e7,U00366,2026-02-26 05:11:13,2832.81,P2P_TRANSFER,U01034,640,Anambra,DEV-0b610d7b,0,0,3,563,2261.79,0,2,709.2760092270767,0,NONE
T5a4077f4b8,U01533,2026-02-26 05:44:47,46755.73,P2P_TRANSFER,U00581,169,Kaduna,DEV-559f3159,0,0,2,1423,4609.85,0,1,361.33620396637406,0,NONE
Ta111d242bb,U00103,2026-02-26 06:12:06,1128.57,CASH_OUT,U01382,1958,Delta,DEV-40cf0b83,0,0,2,892,2021.97,1,1,839.5776373295062,0,NONE
Tfaec8d9d02,U01803,2026-02-26 06:34:18,568.08,CASH_OUT,U01572,422,Kano,DEV-4583a2a0,0,0,1,740,704.56,0,1,1446.0822729736992,0,NONE
Tfc100d1877,U01797,2026-02-26 07:06:04,2095.43,P2P_TRANSFER,U01259,677,Ondo,DEV-dca101b9,0,0,2,352,1406.05,0,1,375.4439391550578,0,NONE
T3ee9edf952,U00038,2026-02-26 07:14:01,987.38,AIRTIME_TOPUP,U00441,783,Cross River,DEV-5d146322,0,0,2,911,1336.22,0,0,200.05381101362767,0,NONE
Tf3c7aaeb61,U01834,2026-02-26 07:24:10,886.35,MERCHANT_PAYMENT,U01452,607,Abuja (FCT),DEV-c32fc9fd,0,1,2,1382,1027.69,0,1,306.1324308434123,0,NONE
T06c49ea484,U01377,2026-02-26 07:34:20,2592.59,P2P_TRANSFER,U01765,287,Kaduna,DEV-f39aadb4,0,0,1,466,1915.28,0,3,75.56897234668546,0,NONE
Ta9d8a2ef9e,U00970,2026-02-26 08:14:02,6386.29,MERCHANT_PAYMENT,U00586,1851,Kano,DEV-f4f6788b,0,0,2,88,4167.34,1,0,247.41930162616023,0,NONE
Te831ca45da,U00772,2026-02-26 08:34:37,3002.97,P2P_TRANSFER,U01692,986,Cross River,DEV-5d50904a,0,0,1,913,4372.0,0,5,624.7539174001146,0,NONE
T2db0a35af7,U00690,2026-02-26 08:42:58,543.76,P2P_TRANSFER,U01803,4,Kano,DEV-ed2e9269,0,0,2,1198,1028.71,0,0,1068.023953410097,0,NONE
T3765d03a3d,U01604,2026-02-26 08:48:39,5754.81,AIRTIME_TOPUP,U01457,0,Abuja (FCT),DEV-895c5c69,0,0,3,1126,4630.53,0,3,136.99362604869538,0,NONE
T000389ab4a,U01480,2026-02-26 08:49:04,17267.19,MERCHANT_PAYMENT,U00596,1169,Delta,DEV-afb2b16b,0,0,3,672,17690.55,0,3,100.58871999585593,0,NONE
T6bd0dcfd52,U01499,2026-02-26 09:16:15,1817.46,CASH_OUT,U01831,100,Oyo,DEV-889ca9fc,0,0,3,118,1495.09,0,1,217.30542856596034,0,NONE
T8ea8039702,U01096,2026-02-26 09:16:35,9226.35,AIRTIME_TOPUP,U01607,914,Rivers,DEV-cac38c8a,0,0,1,887,5941.86,2,6,9.978946728496366,0,NONE
T7e9b45d95b,U00798,2026-02-26 09:19:06,2561.32,MERCHANT_PAYMENT,U00708,1995,Lagos,DEV-115b2316,0,0,1,682,3336.2,0,2,62.60553000570694,0,NONE
T4fe90d9546,U00904,2026-02-26 09:22:07,1927.2,BILL_PAYMENT,U01784,9,Lagos,DEV-e9e25b00,0,0,1,31,1543.46,0,1,461.1999509817986,0,NONE
T9c98efceb4,U01143,2026-02-26 09:26:13,4534.56,MERCHANT_PAYMENT,U01905,1229,Kano,DEV-1a171be7,0,0,1,141,10497.13,0,1,1623.7554589680692,0,NONE
T5689874986,U00782,2026-02-26 09:39:09,4682.51,P2P_TRANSFER,U01323,886,Rivers,DEV-4355fc27,0,0,3,196,10717.17,1,1,1544.2250479277045,0,NONE
Ta961e8d0f8,U01892,2026-02-26 10:03:26,2633.5,P2P_TRANSFER,U01813,622,Edo,DEV-13990096,0,0,1,26,5236.7,0,3,1973.3410499544777,0,NONE
Tc179b5120e,U00208,2026-02-26 10:09:29,21781.53,MERCHANT_PAYMENT,U00095,1720,Ondo,DEV-2d379c64,0,0,2,637,7469.42,1,3,229.3212933326265,0,NONE
Tdb37e35064,U01946,2026-02-26 10:12:41,535.84,CASH_OUT,U00643,1061,Rivers,DEV-b1fd220d,0,0,2,683,299.04,1,4,454.3684090395106,0,NONE
Td44fb27a92,U01554,2026-02-26 10:19:07,2468.16,P2P_TRANSFER,U01418,969,Ogun,DEV-24d43144,0,0,2,1159,1785.22,1,0,1010.3350618716597,0,NONE
Tc4d4d9df30,U00097,2026-02-26 10:36:54,3670.87,MERCHANT_PAYMENT,U00870,1358,Edo,DEV-ba586785,0,0,2,349,3051.85,5,10,7.430055817211899,0,NONE
T0cfb3d0c5a,U01558,2026-02-26 10:44:27,31444.62,BILL_PAYMENT,U00982,1202,Abuja (FCT),DEV-fae3fcd2,0,0,1,143,4219.08,1,3,590.3832796965943,0,NONE
T93df758707,U00833,2026-02-26 10:54:26,6329.73,BILL_PAYMENT,U01812,84,Rivers,DEV-e501100b,0,0,2,186,5158.53,0,0,0.5155060765722305,0,NONE
T9da11acd2f,U00112,2026-02-26 11:12:03,10365.72,AIRTIME_TOPUP,U01753,1411,Cross River,DEV-fdcdd39d,0,0,1,964,6955.32,0,2,268.3258902055513,0,NONE
Tcc9b36eeaa,U00721,2026-02-26 11:22:16,9901.03,P2P_TRANSFER,U00552,803,Ondo,DEV-6e988ec5,0,0,2,709,6420.33,0,2,330.51227959075754,0,NONE
T40cc2e9936,U00217,2026-02-26 11:27:50,2740.42,P2P_TRANSFER,U01121,667,Lagos,DEV-8fed668b,0,0,1,651,2106.94,1,3,3708.3222368615257,0,NONE
T8ec2e15add,U01063,2026-02-26 11:31:04,41518.57,P2P_TRANSFER,U01289,638,Lagos,DEV-fea963b5,0,0,2,1118,19606.61,0,0,201.19139235526117,0,NONE
T6a3a0cb01d,U00623,2026-02-26 11:31:16,2738.5,AIRTIME_TOPUP,U01101,323,Kano,DEV-99b1792e,0,0,2,611,1722.71,0,0,161.69147362819632,0,NONE
T9387db7986,U00706,2026-02-26 11:32:15,2399.04,BILL_PAYMENT,U00940,1702,Lagos,DEV-2ddaf941,0,0,2,103,2350.12,0,0,12.061493565667483,0,NONE
Tdc40428e60,U00972,2026-02-26 11:35:44,6403.22,P2P_TRANSFER,U01761,878,Kano,DEV-c96f1a40,0,0,2,932,6330.0,0,3,1161.281902935181,0,NONE
T2cd47ddcb4,U00796,2026-02-26 11:42:39,6658.83,P2P_TRANSFER,U00872,927,Enugu,DEV-ef14291f,0,0,2,424,3973.82,0,5,402.08863217113327,0,NONE
Taf400ed837,U00589,2026-02-26 11:53:29,3552.22,BILL_PAYMENT,U01784,1048,Lagos,DEV-9c8db9f1,0,0,2,77,3729.73,1,4,893.6680628093204,0,NONE
T877a823de9,U00319,2026-02-26 11:55:10,4664.64,AIRTIME_TOPUP,U00627,900,Oyo,DEV-c8357244,0,0,1,761,4574.46,4,11,10.384579647954581,0,NONE
T8ad8e76cce,U00679,2026-02-26 11:56:41,4157.98,P2P_TRANSFER,U01655,1241,Ogun,DEV-b69f9a4c,0,0,3,1181,5550.32,0,3,59.325381501715036,0,NONE
T2a2d200598,U00810,2026-02-26 12:02:16,6042.3,AIRTIME_TOPUP,U00468,79,Anambra,DEV-6d8a0ed6,0,0,2,753,3048.06,1,3,650.5353795283479,0,NONE
T1143794125,U01044,2026-02-26 12:05:31,8450.45,P2P_TRANSFER,U00599,1371,Rivers,DEV-ea372224,0,0,3,815,6926.74,0,5,44.06949930205018,0,NONE
T71b9ac1bc2,U00952,2026-02-26 12:12:34,3176.96,CASH_OUT,U01290,1976,Kaduna,DEV-b70d09a8,0,0,2,332,4752.74,0,4,181.34580475940933,0,NONE
T46fb124b6d,U00982,2026-02-26 12:38:23,3230.12,MERCHANT_PAYMENT,U00647,366,Abuja (FCT),DEV-37b1935e,0,0,1,241,2924.38,0,1,1253.237256052334,0,NONE
T2b74504d42,U01439,2026-02-26 12:45:45,9925.59,CASH_OUT,U00933,1160,Ogun,DEV-b65a2eff,0,0,1,1008,20846.37,1,4,319.44881298668525,0,NONE
T50578c7968,U01289,2026-02-26 12:54:49,8129.62,MERCHANT_PAYMENT,U01061,1740,Anambra,DEV-2f34ae34,0,0,3,1319,10686.95,0,2,823.004692565283,0,NONE
Tc07df460d9,U01078,2026-02-26 12:58:42,8177.62,CASH_OUT,U01876,545,Ondo,DEV-d3a84e0b,0,0,2,775,7367.5,1,3,702.5432531612647,0,NONE
T409880c2af,U00824,2026-02-26 13:17:00,6766.8,MERCHANT_PAYMENT,U00213,910,Rivers,DEV-0a5f13bd,0,0,1,1060,3438.46,0,1,488.16856616557584,0,NONE
T918266ea6b,U01234,2026-02-26 13:19:18,9506.17,P2P_TRANSFER,U01599,1758,Lagos,DEV-c1204073,0,0,2,893,15271.37,0,2,309.73126814783984,0,NONE
T07d8ad4042,U01628,2026-02-26 13:21:33,15148.54,AIRTIME_TOPUP,U00603,734,Enugu,DEV-44086a43,0,0,3,1013,9120.3,0,2,85.52016143027016,0,NONE
T8737f0d5d3,U00134,2026-02-26 13:22:26,2852.6,BILL_PAYMENT,U01427,6,Oyo,DEV-35bb4a4e,1,0,1,1439,3082.66,0,3,1731.244522099081,0,NONE
T5d1e4aa0b9,U00505,2026-02-26 13:47:35,11778.66,AIRTIME_TOPUP,U01736,1066,Kaduna,DEV-6dee870b,0,0,1,482,15510.66,0,1,2083.779540219608,0,NONE
Tce29d645ca,U01774,2026-02-26 13:51:48,1248.96,P2P_TRANSFER,U01153,1623,Enugu,DEV-4c92a50f,0,0,2,115,1212.89,1,3,919.720491465001,0,NONE
T34e05c651d,U00930,2026-02-26 14:08:25,3250.93,P2P_TRANSFER,U00805,1438,Ondo,DEV-145e7fae,0,0,1,1485,2502.38,0,3,718.9021509616504,0,NONE
Td1346712c9,U01506,2026-02-26 14:20:16,10712.5,MERCHANT_PAYMENT,U00848,1179,Cross River,DEV-6259bdf3,0,0,2,737,8967.64,0,0,387.7226290857574,0,NONE
T9d24f44c14,U01358,2026-02-26 14:27:23,5494.26,AIRTIME_TOPUP,U00009,326,Abuja (FCT),DEV-796f26d0,0,0,2,165,5766.57,0,0,72.737773093003,0,NONE
T5284da78b5,U00616,2026-02-26 14:30:12,5699.2,AIRTIME_TOPUP,U00345,5,Enugu,DEV-274754f8,0,0,1,809,2582.75,0,1,32.000695243500076,0,NONE
Tf07e496e04,U00179,2026-02-26 14:56:46,989.44,MERCHANT_PAYMENT,U00004,706,Kaduna,DEV-17c6a390,0,0,3,138,2727.51,0,1,682.7969073325665,0,NONE
T0edc0113d8,U01379,2026-02-26 15:15:05,1788.68,CASH_OUT,U00358,256,Abuja (FCT),DEV-4288a689,0,0,1,614,922.96,0,2,597.4071363766727,0,NONE
T90fac5c49b,U01470,2026-02-26 15:23:40,2523.62,MERCHANT_PAYMENT,U01658,655,Enugu,DEV-708a849f,0,0,1,362,2793.86,0,5,885.1727083894051,0,NONE
T4c26b0fddc,U00560,2026-02-26 15:31:12,5312.42,P2P_TRANSFER,U00772,1260,Kaduna,DEV-4af755ff,0,0,1,1384,8106.88,0,1,1234.4094320132551,0,NONE
T46d703a7b6,U01823,2026-02-26 15:45:48,3807.78,MERCHANT_PAYMENT,U00893,362,Edo,DEV-ba1ebe5d,0,0,3,304,2179.53,0,3,304.3101331085261,0,NONE
Te412fe6d25,U01576,2026-02-26 16:00:46,17493.69,MERCHANT_PAYMENT,U01581,1478,Ogun,DEV-9410ebca,0,1,1,868,14946.08,0,3,733.2530071727836,0,NONE
Te6b45d2dbe,U01039,2026-02-26 16:14:18,26447.59,AIRTIME_TOPUP,U00827,1665,Rivers,DEV-b7ff38dd,0,0,3,1234,16241.76,0,0,97.38589452973322,0,NONE
T5ba4a7a756,U01365,2026-02-26 16:24:27,3664.54,AIRTIME_TOPUP,U00237,231,Cross River,DEV-5ff356e5,0,0,1,11,2131.34,1,2,168.98898590902047,0,NONE
Tdf10c26345,U00705,2026-02-26 16:27:52,11005.52,MERCHANT_PAYMENT,U00403,0,Delta,DEV-cfe8fb35,0,0,1,783,11194.32,0,0,967.07081288636,0,NONE
Tc82dface13,U01431,2026-02-26 17:04:23,10123.84,MERCHANT_PAYMENT,U00865,2,Kano,DEV-41324df9,0,0,1,370,6948.29,0,1,1554.6159452112372,0,NONE
T89d1cf71dc,U00936,2026-02-26 17:14:18,13773.89,P2P_TRANSFER,U00768,1189,Enugu,DEV-9170ac59,0,0,2,1417,16846.63,0,1,994.848047594029,0,NONE
T8b07cd30a7,U00427,2026-02-26 17:37:48,2353.11,MERCHANT_PAYMENT,U01699,1869,Oyo,DEV-3a944b16,0,0,3,367,2079.61,0,1,287.17171924923457,0,NONE
Tcd88f1ee5b,U01923,2026-02-26 18:13:43,568.2,P2P_TRANSFER,U01653,1916,Abuja (FCT),DEV-e33b102e,0,0,1,205,654.17,0,4,204.350393253021,0,NONE
Tf1e655179e,U01028,2026-02-26 18:29:22,1285.15,P2P_TRANSFER,U00494,466,Oyo,DEV-ab347b80,0,0,2,1294,2246.3,1,4,326.6753094758344,0,NONE
T191f85fcde,U01113,2026-02-26 18:35:51,16577.27,AIRTIME_TOPUP,U00015,1165,Oyo,DEV-badf00fd,0,0,2,367,12599.94,0,2,311.77500389657513,0,NONE
T55bce40ec5,U01621,2026-02-26 18:40:32,5715.77,P2P_TRANSFER,U00039,6,Ogun,DEV-db1f4d0e,0,0,2,1384,8448.18,1,4,167.75780343959514,0,NONE
T87f036c102,U01299,2026-02-26 18:44:51,24078.48,P2P_TRANSFER,U01006,279,Cross River,DEV-a63c5f61,0,0,2,1065,14004.67,0,0,423.3731356327973,0,NONE
Tb0e994bec5,U00526,2026-02-26 18:46:12,352.8,P2P_TRANSFER,U00612,860,Abuja (FCT),DEV-5fd3e807,0,0,1,652,723.23,1,0,1868.278033295688,0,NONE
Ta0c4e207cc,U00946,2026-02-26 18:46:38,7980.95,BILL_PAYMENT,U00160,1948,Cross River,DEV-61caa4e6,0,0,2,266,10415.74,0,1,29.539250082156546,0,NONE
T90123fc705,U00786,2026-02-26 18:58:14,4092.27,P2P_TRANSFER,U00962,641,Anambra,DEV-0ef94936,0,0,1,300,2671.65,0,4,753.9803356207337,0,NONE
T0c91ca3bab,U00209,2026-02-26 19:34:37,6365.93,MERCHANT_PAYMENT,U00110,1268,Kaduna,DEV-67690fd9,0,0,2,467,3760.88,1,1,472.09722739512296,0,NONE
T762ac1d541,U00879,2026-02-26 20:02:43,1067.55,P2P_TRANSFER,U01260,1331,Ondo,DEV-9ef20ce8,0,0,3,171,2822.68,0,4,1115.045200521834,0,NONE
T723b5504b4,U00144,2026-02-26 20:04:59,4969.91,P2P_TRANSFER,U01196,1591,Enugu,DEV-ca2ebf2c,0,0,1,1382,10222.92,0,2,755.6662286709701,0,NONE
Teb11d00cca,U00002,2026-02-26 20:09:11,2358.63,MERCHANT_PAYMENT,U00050,1577,Lagos,DEV-5dbda229,0,0,3,1103,3697.39,0,3,121.13691181165956,0,NONE
T26d6cbcf8d,U01857,2026-02-26 20:17:37,22273.08,AIRTIME_TOPUP,U01887,528,Kaduna,DEV-e7f9ac60,0,0,2,117,21546.0,0,0,1270.9485014604402,0,NONE
T95f630e988,U00974,2026-02-26 20:26:24,6186.35,MERCHANT_PAYMENT,U01109,941,Enugu,DEV-92f4f109,0,0,1,157,3571.97,0,3,171.551481767848,0,NONE
T8b01305b29,U00817,2026-02-26 20:50:33,3840.34,AIRTIME_TOPUP,U00310,311,Ogun,DEV-a920cb99,0,0,3,712,5672.4,0,4,441.15670297838466,0,NONE
T69cb3cf084,U01770,2026-02-26 20:57:18,5886.23,P2P_TRANSFER,U00291,265,Ogun,DEV-7cb74110,0,0,1,317,6749.45,0,3,460.83288909921674,0,NONE
T49690a1b6f,U01357,2026-02-26 21:05:46,1637.45,P2P_TRANSFER,U01979,1905,Lagos,DEV-81f09050,0,0,3,86,1311.02,1,2,127.62719285685542,0,NONE
T1231ec80bf,U01071,2026-02-26 21:22:50,1066.96,BILL_PAYMENT,U00876,83,Ondo,DEV-4305af42,0,0,1,1033,2053.99,0,3,616.479241127897,0,NONE
T474c27b145,U00755,2026-02-26 21:33:33,12849.66,P2P_TRANSFER,U01047,181,Kano,DEV-7dbe63d0,0,0,2,1273,8866.68,0,1,369.1528145853689,0,NONE
Tfe470f3f16,U00595,2026-02-26 21:41:24,8479.57,P2P_TRANSFER,U00480,1688,Anambra,DEV-4b6e0113,0,0,1,1008,7433.38,1,5,42.63261752818761,0,NONE
Tfe9ecfa8f8,U01246,2026-02-26 21:48:19,5692.42,MERCHANT_PAYMENT,U00119,1113,Edo,DEV-6e4416b7,0,0,3,106,10648.15,0,1,346.29492691362236,0,NONE
Tf169951575,U00252,2026-02-26 22:06:34,7959.43,MERCHANT_PAYMENT,U01289,413,Delta,DEV-3dbc0526,0,0,2,590,6108.77,0,2,271.57895793634077,0,NONE
T1406109fd5,U01005,2026-02-26 22:36:00,2688.31,AIRTIME_TOPUP,U01277,71,Kaduna,DEV-7afcdd92,0,0,2,25,5977.13,0,1,44.13597311294638,0,NONE
T5e5a932d68,U00895,2026-02-26 22:42:40,1310.24,P2P_TRANSFER,U01341,768,Cross River,DEV-eeabc9ac,0,0,1,1364,3324.98,1,5,234.1835907991657,0,NONE
